0,zip_code,CAD Number,Response_Date,Call Date,Initial Problem Type,Final Problem Type,Block Address,Time PhonePickUp,Time First Unit Arrived,delta,minutes
"2900 W Anderson Ln, Austin, TX 78757, USA",78757,133390303,2013-12-05 06:37:32,12/05/2013,Subject Stop,Subject Stop,2900 Block W ANDERSON LN,2013-12-05 06:37:32.000,2013-12-05 06:37:32.000,0 days 00:00:00.000000000,0.0
"2400 Congress Ave, Austin, TX 78701, USA",78701,170531748,2017-02-22 22:15:12,02/22/2017,Missing HS,xRUNAWAY CHILD,2400 Block S Congress Ave,2017-02-22 22:11:17.000,2017-02-22 22:17:29.853,0 days 00:06:12.853000000,6.2
"2600 Canterbury St, Austin, TX 78702, USA",78702,160240317,2016-01-24 03:33:57,01/24/2016,Check Welfare Urgent,xDWI,2600 Block CANTERBURY ST,2016-01-24 03:33:01.000,2016-01-24 03:40:18.000,0 days 00:07:17.000000000,7.28333333333
"5100 N Lamar Blvd, Austin, TX 78751, USA",78751,123261484,2012-11-21 18:17:07,11/21/2012,Disturbance Urgent,Disturbance HS,5100 Block N Lamar Blvd,2012-11-21 18:16:33.000,2012-11-21 18:22:26.000,0 days 00:05:53.000000000,5.88333333333
"1100 Kingsbury St, Austin, TX 78703, USA",78703,133390921,2013-12-05 13:34:54,12/05/2013,zCHECKING AREA,zCHECKING AREA,1100 Block KINGSBURY ST,2013-12-05 13:34:54.000,2013-12-05 13:34:54.000,0 days 00:00:00.000000000,0.0
"Austin, TX 78701, USA",78701,141131582,2014-04-23 19:19:40,04/23/2014,Crash Service,Crash Service,1000 Block S CAPITAL OF TEXAS HWY SB,2014-04-23 19:19:03.000,2014-04-23 19:39:04.000,0 days 00:20:01.000000000,20.0166666667
"2400 W Slaughter Ln, Austin, TX 78748, USA",78748,142751376,2014-10-02 17:10:37,10/02/2014,Service,Service,2400 Block W Slaughter Ln,2014-10-02 17:10:04.000,2014-10-02 17:19:17.000,0 days 00:09:13.000000000,9.21666666667
"14000 S Interstate 35 Frontage Rd, New Braunfels, TX 78130, USA",78130,150441500,2015-02-13 18:15:19,02/13/2015,Crash HS,Crash HS,14000 Block N Ih 35 Nb,2015-02-13 18:13:51.000,2015-02-13 18:17:37.000,0 days 00:03:46.000000000,3.76666666667
"9600 Middle Fiskville Rd, Austin, TX 78753, USA",78753,161050985,2016-04-14 14:31:24,04/14/2016,Disturbance Other,xASSIST COMPLAINANT,9600 Block Middle Fiskville Rd,2016-04-14 14:27:57.000,2016-04-14 14:40:54.000,0 days 00:12:57.000000000,12.95
"7100 Crosswood Dr, Austin, TX 78745, USA",78745,120161363,2012-01-16 18:37:34,01/16/2012,Suspicious Person,xREG SEX OFFENDER INFO,7100 Block Crosswood Dr,2012-01-16 18:35:19.000,2012-01-16 18:41:52.000,0 days 00:06:33.000000000,6.55
"5500 City Park Rd, Austin, TX 78730, USA",78730,143550590,2014-12-21 09:19:00,12/21/2014,zCHECKING AREA,zCHECKING AREA,5500-5500 Block CITY PARK RD,2014-12-21 09:19:00.000,2014-12-21 09:19:00.000,0 days 00:00:00.000000000,0.0
"9900 Briar Ridge Dr, Austin, TX 78748, USA",78748,163081805,2016-11-03 21:47:37,11/03/2016,Disturbance Service,Disturbance Service,9900 Block Briar Ridge Dr,2016-11-03 21:46:31.000,2016-11-03 22:31:42.210,0 days 00:45:11.210000000,45.1833333333
"800 N Meadows Dr, Austin, TX 78758, USA",78758,132290120,2013-08-17 00:49:00,08/17/2013,Alarm Burglar,Alarm Burglar,800 Block N Meadows Dr,2013-08-17 00:47:49.000,2013-08-17 00:49:34.000,0 days 00:01:45.000000000,1.75
"1000 Broadview St, Austin, TX 78723, USA",78723,161930895,2016-07-11 13:17:09,07/11/2016,Service,Service,1000 Block Broadview St,2016-07-11 13:16:11.000,2016-07-11 13:23:31.000,0 days 00:07:20.000000000,7.33333333333
"700 Woodward St, Austin, TX 78704, USA",78704,160600043,2016-02-29 00:32:15,02/29/2016,Nature Unknown Urgent,Nature Unknown Urgent,700 Block Woodward St,2016-02-29 00:32:06.000,2016-02-29 00:36:15.000,0 days 00:04:09.000000000,4.15
"5000 Burnet Rd, Austin, TX 78756, USA",78756,153280489,2015-11-24 09:03:30,11/24/2015,Special Assignment,Special Assignment,5000 Block Burnet Rd,2015-11-24 09:03:30.000,2015-11-24 09:03:30.000,0 days 00:00:00.000000000,0.0
"4500 Kalama Dr, Austin, TX 78749, USA",78749,121451071,2012-05-24 13:43:30,05/24/2012,Alarm Burglar,Alarm Burglar,4500 Block Kalama Dr,2012-05-24 13:42:13.000,2012-05-24 13:55:46.000,0 days 00:13:33.000000000,13.55
"476, 500 W Canyon Ridge Dr, Austin, TX 78753, USA",78753,130241349,2013-01-24 17:16:18,01/24/2013,Teleserve Refusal,xTHEFT,500 Block Canyon Ridge Dr,2013-01-24 17:11:26.000,2013-01-24 18:19:30.000,0 days 01:08:04.000000000,68.0666666667
"10100 Escarpment Blvd, Austin, TX 78739, USA",78739,123631695,2012-12-28 20:13:56,12/28/2012,zCHECKING AREA,zCHECKING AREA,10100 Block ESCARPMENT BLVD,2012-12-28 20:13:56.000,2012-12-28 20:13:56.000,0 days 00:00:00.000000000,0.0
"Staked Plains Dr, Austin, TX 78717, USA",78717,152741714,2015-10-01 20:06:50,10/01/2015,Traffic Stop,Traffic Stop,Avery Ranch Blvd / Staked Plains Dr,2015-10-01 20:06:50.000,2015-10-01 20:06:50.000,0 days 00:00:00.000000000,0.0
"500 E 9th St, Austin, TX 78701, USA",78701,162661345,2016-09-22 16:54:47,09/22/2016,SUBJECT STOP,SUBJECT STOP,500-500 Block E 9TH ST,2016-09-22 16:54:47.000,2016-09-22 16:54:48.000,0 days 00:00:01.000000000,0.0166666666667
"9500 Spectrum Dr, Austin, TX 78717, USA",78717,171561994,2017-06-05 23:48:40,06/05/2017,Directed Patrol,Directed Patrol,9500 Block SPECTRUM DR,2017-06-05 23:48:40.000,2017-06-05 23:48:40.000,0 days 00:00:00.000000000,0.0
"8930 Burnet Rd, Austin, TX 78757, USA",78757,162110551,2016-07-29 09:56:47,07/29/2016,Suspicious Person,Suspicious Person,8930-8900 Block Burnet Rd,2016-07-29 09:56:07.000,2016-07-29 10:08:12.000,0 days 00:12:05.000000000,12.0833333333
"1300 Mckie Dr, Austin, TX 78752, USA",78752,162831212,2016-10-09 17:36:13,10/09/2016,DOC / C.O. Violation,DOC / C.O. Violation,1300 Block Mc Kie Dr,2016-10-09 17:35:07.000,2016-10-09 18:24:04.813,0 days 00:48:57.813000000,48.95
"500 Brazos St, Austin, TX 78701, USA",78701,122991480,2012-10-25 18:01:27,10/25/2012,Traffic Stop,Traffic Stop,500 Block Brazos St,2012-10-25 18:01:27.000,2012-10-25 18:01:36.000,0 days 00:00:09.000000000,0.15
"1900 Westridge Dr, Austin, TX 78704, USA",78704,153200497,2015-11-16 09:05:30,11/16/2015,Traffic Impediment,Traffic Impediment,1900 Block Westridge Dr,2015-11-16 09:04:14.000,2015-11-16 09:14:52.000,0 days 00:10:38.000000000,10.6333333333
"7500 Hardy Dr, Austin, TX 78757, USA",78757,131150383,2013-04-25 07:54:43,04/25/2013,zCHECKING AREA,zCHECKING AREA,7500 Block HARDY DR,2013-04-25 07:54:43.000,2013-04-25 07:54:43.000,0 days 00:00:00.000000000,0.0
"4100 Guadalupe St, Austin, TX 78751, USA",78751,131671402,2013-06-16 19:47:03,06/16/2013,Disturbance Service,Disturbance Service,4100 Block Guadalupe St,2013-06-16 19:44:55.000,2013-06-16 20:43:59.000,0 days 00:59:04.000000000,59.0666666667
"411 W Martin Luther King Jr Blvd, Austin, TX 78701, USA",78701,133091600,2013-11-05 19:17:15,11/05/2013,Traffic Hazard,Traffic Hazard,W Martin Luther King Jr Blvd / Guadalupe St,2013-11-05 19:16:37.000,2013-11-05 19:19:05.000,0 days 00:02:28.000000000,2.46666666667
"400 Colorado St, Austin, TX 78701, USA",78701,140511856,2014-02-20 22:13:23,02/20/2014,TRAFFIC STOP,TRAFFIC STOP,400-400 Block COLORADO ST,2014-02-20 22:13:23.000,2014-02-20 22:13:23.000,0 days 00:00:00.000000000,0.0
"500 E 6th St, Austin, TX 78701, USA",78701,170851268,2017-03-26 18:41:31,03/26/2017,Subject Stop,Subject Stop,500 Block E 6th St,2017-03-26 18:41:31.000,2017-03-26 18:41:31.000,0 days 00:00:00.000000000,0.0
"400 E 6th St, Austin, TX 78701, USA",78701,122230269,2012-08-10 02:17:06,08/10/2012,On Site Incident,On Site Incident,400 Block E 6TH ST,2012-08-10 02:17:06.000,2012-08-10 02:17:06.000,0 days 00:00:00.000000000,0.0
"500 E Annie St, Austin, TX 78704, USA",78704,122180823,2012-08-05 11:39:25,08/05/2012,Burglary Urgent,Burglary Res Service,500 Block E Annie St,2012-08-05 11:38:52.000,2012-08-05 11:47:58.000,0 days 00:09:06.000000000,9.1
"6200 E Riverside Dr, Austin, TX 78741, USA",78741,131521857,2013-06-01 21:33:35,06/01/2013,On Site Incident,xTHEFT,6200 Block E RIVERSIDE DR,2013-06-01 21:33:35.000,2013-06-01 21:33:35.000,0 days 00:00:00.000000000,0.0
"6200 Adalee Ave, Austin, TX 78723, USA",78723,131840815,2013-07-03 11:04:11,07/03/2013,zFOLLOW UP INVESTIGATION,zFOLLOW UP INVESTIGATION,6200 Block ADALEE AVE,2013-07-03 11:03:53.000,2013-07-03 11:27:02.000,0 days 00:23:09.000000000,23.15
"12611 N Hwy 183, Austin, TX 78759, United States",78759,140890690,2014-03-30 08:06:45,03/30/2014,Sex Crime Urgent,Sex Crime Urgent,11400 Block Research Blvd Svrd Nb,2014-03-30 08:05:43.000,2014-03-30 08:11:35.000,0 days 00:05:52.000000000,5.86666666667
"6610 Burnet Rd, Austin, TX 78757, USA",78757,161141591,2016-04-23 19:58:43,04/23/2016,Special Assignment,Special Assignment,5200 Block Fm 2222 Rd,2016-04-23 19:58:43.000,2016-04-23 19:58:43.000,0 days 00:00:00.000000000,0.0
"2400 Wickersham Ln, Austin, TX 78741, USA",78741,150260976,2015-01-26 15:39:13,01/26/2015,Disturbance HS,xFAMILY DISTURBANCE,2400 Block Wickersham Ln,2015-01-26 15:38:55.000,2015-01-26 15:47:03.000,0 days 00:08:08.000000000,8.13333333333
"5500 Avenue F, Austin, TX 78751, USA",78751,161961253,2016-07-14 16:52:03,07/14/2016,DOC / C.O. Violation,DOC / C.O. Violation,5500 Block Avenue F,2016-07-14 16:51:44.000,2016-07-14 17:15:46.000,0 days 00:24:02.000000000,24.0333333333
"1000 Clayton Ln, Austin, TX 78723, USA",78723,171660877,2017-06-15 14:04:33,06/15/2017,Non Emergency Refusal,zCRIM MISCHIEF-J,1000 Block Clayton Ln,2017-06-15 14:03:52.000,2017-06-15 15:43:40.000,0 days 01:39:48.000000000,99.8
"2300 Durwood St, Austin, TX 78704, USA",78704,172591945,2017-09-16 23:48:40,09/16/2017,Burglary HS,xASSIST COMPLAINANT,2300 Block Durwood St,2017-09-16 23:47:20.000,2017-09-16 23:51:47.677,0 days 00:04:27.677000000,4.45
"3300 S Oak Dr, Austin, TX 78704, USA",78704,130770635,2013-03-18 09:38:27,03/18/2013,DOC / C.O. Violation,DOC / C.O. Violation,3300 Block South Oak Dr,2013-03-18 09:37:35.000,2013-03-18 10:26:02.000,0 days 00:48:27.000000000,48.45
"500 E 7th St, Austin, TX 78701, USA",78701,141271104,2014-05-07 14:39:50,05/07/2014,SUBJECT STOP,xPOSS MARIJUANA,500-500 Block E 7TH ST,2014-05-07 14:39:50.000,2014-05-07 14:39:50.000,0 days 00:00:00.000000000,0.0
"1006 E Yager Ln, Austin, TX 78753, USA",78753,150580696,2015-02-27 11:26:08,02/27/2015,zCHECKING AREA,zCHECKING AREA,1006-1000 Block E YAGER LN,2015-02-27 11:26:08.000,2015-02-27 11:26:08.000,0 days 00:00:00.000000000,0.0
"1600 Montopolis Dr, Austin, TX 78741, USA",78741,172490834,2017-09-06 12:02:37,09/06/2017,DOC / C.O. Violation,DOC / C.O. Violation,1600 Block Montopolis Dr,2017-09-06 12:00:56.000,2017-09-06 12:45:50.323,0 days 00:44:54.323000000,44.9
"500 Sabine St, Austin, TX 78701, USA",78701,171530619,2017-06-02 10:08:51,06/02/2017,Subject Stop,Subject Stop,500 Block Sabine St,2017-06-02 10:08:51.000,2017-06-02 10:08:51.000,0 days 00:00:00.000000000,0.0
"3303 Serene Hills Dr, Lakeway, TX 78738, USA",78738,120011810,2012-01-01 16:05:56,01/01/2012,Directed Patrol,Directed Patrol,200-300 Block PUBLIC WAY,2012-01-01 16:05:56.000,2012-01-01 16:05:55.000,-1 days +23:59:59.000000000,1439.98333333
"0 East Ave, Austin, TX 78701, USA",78701,122961551,2012-10-22 19:25:44,10/22/2012,Check Welfare Urgent,xEDP COMMITMENT,00 Block East Ave,2012-10-22 19:22:35.000,2012-10-22 19:35:11.000,0 days 00:12:36.000000000,12.6
"500 E Ben White Blvd #1000, Austin, TX 78704, USA",78704,140251566,2014-01-25 21:15:10,01/25/2014,TRAFFIC STOP,TRAFFIC STOP,7708-7700 Block E BEN WHITE BLVD EB,2014-01-25 21:15:10.000,2014-01-25 21:15:10.000,0 days 00:00:00.000000000,0.0
"11800 Jollyville Rd, Austin, TX 78759, USA",78759,153030303,2015-10-30 05:23:11,10/30/2015,Alarm Burglar,xFALSE BURGLAR ALARM,11800 Block Jollyville Rd,2015-10-30 05:22:34.000,2015-10-30 06:15:46.000,0 days 00:53:12.000000000,53.2
"6900 Breezy Pass, Austin, TX 78749, USA",78749,170790641,2017-03-20 10:39:43,03/20/2017,Suspicious Vehicle,xBURGLARY OF VEHICLE,6900 Block Breezy Pass,2017-03-20 10:39:32.000,2017-03-20 10:59:31.267,0 days 00:19:59.267000000,19.9833333333
"8200 N Lamar Blvd, Austin, TX 78753, USA",78753,122010980,2012-07-19 13:54:53,07/19/2012,Teleserve Refusal,xBURGLARY OF VEHICLE,8200 Block N Lamar Blvd,2012-07-19 13:54:20.000,2012-07-19 16:05:50.000,0 days 02:11:30.000000000,131.5
"2400 Cromwell Cir, Austin, TX 78741, USA",78741,141870887,2014-07-06 12:30:26,07/06/2014,Disturbance Other,xFAMILY DISTURBANCE,2400 Block Cromwell Cir,2014-07-06 12:28:31.000,2014-07-06 13:10:00.000,0 days 00:41:29.000000000,41.4833333333
"3500 Webberville Rd, Austin, TX 78702, USA",78702,142761012,2014-10-03 12:06:13,10/03/2014,Alarm Burglar,xFALSE BURGLAR ALARM,3500 Block Webberville Rd,2014-10-03 12:06:02.000,2014-10-03 12:09:11.000,0 days 00:03:09.000000000,3.15
"3300 Manor Rd, Austin, TX 78723, USA",78723,153020010,2015-10-29 00:06:44,10/29/2015,Disturbance HS,Disturbance HS,3300 Block Manor Rd,2015-10-29 00:06:03.000,2015-10-29 00:15:12.000,0 days 00:09:09.000000000,9.15
"2500 Lavendale Ct, Austin, TX 78748, USA",78748,151890539,2015-07-08 09:55:28,07/08/2015,Warrant Service,Warrant Service,2500 Block LAVENDALE CT,2015-07-08 09:55:28.000,2015-07-08 09:55:28.000,0 days 00:00:00.000000000,0.0
"900 W 22nd St, Austin, TX 78705, USA",78705,152620205,2015-09-19 01:52:34,09/19/2015,DOC / C.O. Violation,DOC / C.O. Violation,900 Block W 22nd St,2015-09-19 01:52:05.000,2015-09-19 02:35:14.000,0 days 00:43:09.000000000,43.15
"6800 Branchwood Dr, Austin, TX 78744, USA",78744,162400590,2016-08-27 08:15:48,08/27/2016,Trespass Urgent,Trespass Urgent,6800 Block Branchwood Dr,2016-08-27 08:15:16.000,2016-08-27 08:26:23.000,0 days 00:11:07.000000000,11.1166666667
"8300 Cochrane Cove, Austin, TX 78757, USA",78757,131501924,2013-05-30 21:42:06,05/30/2013,Nature Unknown Urgent,Nature Unknown Urgent,8300 Block Cochrane Cv,2013-05-30 21:41:40.000,2013-05-30 21:47:34.000,0 days 00:05:54.000000000,5.9
"1000 Justin Ln, Austin, TX 78757, USA",78757,132481730,2013-09-05 20:42:03,09/05/2013,Disturbance Vehicle Urgent,Disturbance Other,1000 Block JUSTIN LN,2013-09-05 20:41:21.000,2013-09-05 20:42:49.000,0 days 00:01:28.000000000,1.46666666667
"11300 Boulder Ln, Austin, TX 78726, USA",78726,141392092,2014-05-19 23:54:30,05/19/2014,Traffic Stop,Traffic Stop,11300 Block BOULDER LN,2014-05-19 23:54:30.000,2014-05-19 23:54:30.000,0 days 00:00:00.000000000,0.0
"2200 Barton Springs Rd, Austin, TX 78746, USA",78746,162221573,2016-08-09 19:51:31,08/09/2016,On Site Incident,xFAILURE TO IDENTIFY,2200 Block Barton Springs Rd,2016-08-09 19:51:31.000,2016-08-09 19:51:31.000,0 days 00:00:00.000000000,0.0
"600W 8th St, Austin, TX 78701, USA",78701,161230194,2016-05-02 03:32:00,05/02/2016,Special Assignment,Special Assignment,W 8th St / Lavaca St,2016-05-02 03:32:00.000,2016-05-02 03:32:00.000,0 days 00:00:00.000000000,0.0
"10422 Lake Creek Pkwy, Austin, TX 78750, USA",78750,160220049,2016-01-22 00:29:58,01/22/2016,Traffic Stop,xDWLI DRIVING W/ LICENSE INVAL,10422-10400 Block LAKE CREEK PKWY,2016-01-22 00:29:58.000,2016-01-22 00:29:59.000,0 days 00:00:01.000000000,0.0166666666667
"500 Trinity St, Austin, TX 78701, USA",78701,170580002,2017-02-27 00:01:25,02/27/2017,On Site Incident,XParking Violation,500 Block Trinity St,2017-02-27 00:01:25.000,2017-02-27 00:01:25.000,0 days 00:00:00.000000000,0.0
"600 Guadalupe St, Austin, TX 78701, USA",78701,171970019,2017-07-16 00:12:18,07/16/2017,Disturbance Other,xFAMILY DISTURBANCE,W 6th St / Colorado St,2017-07-16 00:11:39.000,2017-07-16 00:12:33.577,0 days 00:00:54.577000000,0.9
"3400 E Martin Luther King Jr Blvd, Austin, TX 78721, USA",78721,171580986,2017-06-07 14:10:46,06/07/2017,Working Traffic,Working Traffic,3400 Block - 3431 E MARTIN LUTHER KING JR BLVD,2017-06-07 14:10:46.000,2017-06-07 14:10:46.090,0 days 00:00:00.090000000,0.0
"2400 Cromwell Cir, Austin, TX 78741, USA",78741,153380314,2015-12-04 06:10:52,12/04/2015,Burglary Vehicle,xBURGLARY OF VEHICLE,2400 Block Cromwell Cir,2015-12-04 06:09:55.000,2015-12-04 06:20:47.000,0 days 00:10:52.000000000,10.8666666667
"Neches St, Austin, TX 78701, USA",78701,140800043,2014-03-21 00:29:44,03/21/2014,zFLAGGED DOWN,zFLAGGED DOWN,0 E 6TH ST / NECHES ST,2014-03-21 00:29:44.000,2014-03-21 00:29:44.000,0 days 00:00:00.000000000,0.0
"5700 Manor Rd, Austin, TX 78723, USA",78723,142741132,2014-10-01 14:28:19,10/01/2014,DOC / C.O. Violation,DOC / C.O. Violation,5700 Block Manor Rd,2014-10-01 14:25:45.000,2014-10-01 15:08:26.000,0 days 00:42:41.000000000,42.6833333333
"12300 Metric Blvd, Austin, TX 78758, USA",78758,141660986,2014-06-15 14:05:07,06/15/2014,Disturbance Other,Disturbance Urgent,12300 Block Metric Blvd,2014-06-15 14:04:27.000,2014-06-15 14:10:18.000,0 days 00:05:51.000000000,5.85
"2400 San Gabriel St, Austin, TX 78705, USA",78705,141780153,2014-06-27 01:49:12,06/27/2014,Theft,Theft,2400 Block San Gabriel St,2014-06-27 01:48:46.000,2014-06-27 01:58:49.000,0 days 00:10:03.000000000,10.05
"2900 Sunridge Dr, Austin, TX 78741, USA",78741,171212116,2017-05-01 23:57:54,05/01/2017,DOC / C.O. Violation,DOC / C.O. Violation,2900 Block Sunridge Dr,2017-05-01 23:57:42.000,2017-05-02 00:20:56.300,0 days 00:23:14.300000000,23.2333333333
"400 Congress Ave, Austin, TX 78701, USA",78701,162591108,2016-09-15 15:26:36,09/15/2016,Disturbance Urgent,Disturbance Service,400 Block S Congress Ave,2016-09-15 15:25:52.000,2016-09-15 17:53:52.307,0 days 02:28:00.307000000,148.0
"7100 Geneva Dr, Austin, TX 78723, USA",78723,123401009,2012-12-05 13:31:53,12/05/2012,Disturbance Other,Disturbance Other,7100 Block Geneva Dr,2012-12-05 13:31:11.000,2012-12-05 13:43:15.000,0 days 00:12:04.000000000,12.0666666667
"6100 Atwood St, Austin, TX 78741, USA",78741,122021650,2012-07-20 19:26:17,07/20/2012,Service,xASSIST COMPLAINANT,6100 Block Atwood St,2012-07-20 19:24:15.000,2012-07-20 20:09:09.000,0 days 00:44:54.000000000,44.9
"9500 N Lamar Blvd, Austin, TX 78753, USA",78753,141961043,2014-07-15 14:36:43,07/15/2014,Crash Service,Crash Service,9500 Block - 9714 N LAMAR BLVD,2014-07-15 14:36:10.000,2014-07-15 15:44:00.000,0 days 01:07:50.000000000,67.8333333333
"400 E 6th St, Austin, TX 78701, USA",78701,161280205,2016-05-07 02:07:45,05/07/2016,On Site Incident,Disturbance Other,400 Block E 6th St,2016-05-07 02:07:45.000,2016-05-07 02:07:45.000,0 days 00:00:00.000000000,0.0
"8000 Gessner Dr, Austin, TX 78753, USA",78753,163240716,2016-11-19 11:36:43,11/19/2016,Traffic Stop,Traffic Stop,8000 Block Gessner Dr,2016-11-19 11:36:43.000,2016-11-19 11:36:43.000,0 days 00:00:00.000000000,0.0
"8000 Burnet Rd, Austin, TX 78757, USA",78757,163251043,2016-11-20 15:18:49,11/20/2016,*Assist Non Emergency,*Assist Non Emergency,8000 Block Burnet Rd,2016-11-20 15:16:30.000,2016-11-20 15:29:57.500,0 days 00:13:27.500000000,13.45
"3800 E 12th St, Austin, TX 78721, USA",78721,150920583,2015-04-02 09:50:21,04/02/2015,zCHECKING AREA,zCHECKING AREA,3800 Block E 12TH ST,2015-04-02 09:50:21.000,2015-04-02 09:50:21.000,0 days 00:00:00.000000000,0.0
"6500 Decker Ln, Austin, TX 78724, USA",78724,123471763,2012-12-12 19:37:05,12/12/2012,Alarm Burglar,xFALSE BURGLAR ALARM,6500 Block Decker Ln,2012-12-12 19:36:57.000,2012-12-12 19:53:23.000,0 days 00:16:26.000000000,16.4333333333
"9800 Stonelake Blvd, Austin, TX 78759, USA",78759,123641219,2012-12-29 18:14:40,12/29/2012,Disturbance Other,Disturbance Other,9800 Block Stonelake Blvd,2012-12-29 18:14:40.000,2012-12-29 18:14:45.000,0 days 00:00:05.000000000,0.0833333333333
"6700 Burnet Ln, Austin, TX 78757, USA",78757,142060358,2014-07-25 06:41:06,07/25/2014,zFOLLOW UP INVESTIGATION,zFOLLOW UP INVESTIGATION,6700 Block BURNET LA,2014-07-25 06:41:06.000,2014-07-25 06:41:05.000,-1 days +23:59:59.000000000,1439.98333333
"800 W Cesar Chavez St, Austin, TX 78703, USA",78703,140401030,2014-02-09 15:22:11,02/09/2014,Union Pacific Crim Trespass,Union Pacific Crim Trespass,800 Block W Cesar Chavez St,2014-02-09 15:21:44.000,2014-02-09 15:28:40.000,0 days 00:06:56.000000000,6.93333333333
"1000 Edgecliff Terrace, Austin, TX 78704, USA",78704,151201590,2015-04-30 19:44:21,04/30/2015,*Assist Non Emergency,*Assist Non Emergency,1000 Block EDGECLIFF TER,2015-04-30 19:43:49.000,2015-04-30 19:51:19.000,0 days 00:07:30.000000000,7.5
"1500 W Parmer Ln, Austin, TX 78727, USA",78727,160051019,2016-01-05 14:46:09,01/05/2016,Teleserve Refusal,Teleserve Refusal,1500 Block W Parmer Ln,2016-01-05 14:45:49.000,2016-01-05 15:24:30.000,0 days 00:38:41.000000000,38.6833333333
"7100 Alegre Pass, Austin, TX 78744, USA",78744,171250411,2017-05-05 07:23:18,05/05/2017,Auto Theft Service,Auto Theft Service,7100 Block ALEGRE PASS,2017-05-05 07:18:37.000,2017-05-05 07:37:50.823,0 days 00:19:13.823000000,19.2166666667
"Austin, TX 78704, USA",78704,142051615,2014-07-24 19:57:56,07/24/2014,Burglary HS,xPUBLIC INTOXICATION,2200 Block S Ih 35 Svrd Nb,2014-07-24 19:57:29.000,2014-07-24 19:59:17.000,0 days 00:01:48.000000000,1.8
"Mckie Dr, Austin, TX 78752, USA",78752,140481739,2014-02-17 22:31:34,02/17/2014,Traffic Stop,xPOSS CONTROLLED SUB/NARCOTIC,CAMERON RD / MC KIE DR,2014-02-17 22:31:34.000,2014-02-17 22:31:34.000,0 days 00:00:00.000000000,0.0
"4800 Fairview Dr, Austin, TX 78731, USA",78731,151371013,2015-05-17 13:44:55,05/17/2015,zCHECKING AREA,zCHECKING AREA,4800 Block FAIRVIEW DR,2015-05-17 13:44:55.000,2015-05-17 13:44:55.000,0 days 00:00:00.000000000,0.0
"10001 Manchaca Rd, Austin, TX 78748, USA",78748,163190101,2016-11-14 01:17:05,11/14/2016,TRAFFIC STOP,xDWI,10001-10200 Block MANCHACA RD,2016-11-14 01:17:05.000,2016-11-14 01:17:06.000,0 days 00:00:01.000000000,0.0166666666667
"1100 E 12th St, Austin, TX 78702, USA",78702,171361437,2017-05-16 18:12:10,05/16/2017,xCOMMUNITY POL - MEETING,xCOMMUNITY POL - MEETING,1100-1100 Block E 12TH ST,2017-05-16 18:12:10.000,2017-05-16 18:12:11.000,0 days 00:00:01.000000000,0.0166666666667
"200 Lavaca St, Austin, TX 78701, USA",78701,121600103,2012-06-08 00:51:30,06/08/2012,Check Welfare Urgent,Check Welfare Urgent,200 Block Lavaca St,2012-06-08 00:49:58.000,2012-06-08 00:55:20.000,0 days 00:05:22.000000000,5.36666666667
"2800 Webberville Rd, Austin, TX 78702, USA",78702,120882008,2012-03-28 23:46:09,03/28/2012,Alarm Glass Break,Alarm Glass Break,2800 Block Webberville Rd,2012-03-28 23:45:38.000,2012-03-28 23:53:08.000,0 days 00:07:30.000000000,7.5
"5200 Burnet Rd, Austin, TX 78756, USA",78756,130271227,2013-01-27 17:30:20,01/27/2013,Trespass Urgent,Trespass Urgent,5200 Block Burnet Rd,2013-01-27 17:28:32.000,2013-01-27 17:32:40.000,0 days 00:04:08.000000000,4.13333333333
"6600 Ashland Dr, Austin, TX 78723, USA",78723,142300675,2014-08-18 10:56:15,08/18/2014,Shots Fired,Shots Fired,6600 Block Ashland Dr,2014-08-18 10:55:57.000,2014-08-18 11:05:50.000,0 days 00:09:53.000000000,9.88333333333
"4000 W Parmer Ln, Austin, TX 78727, USA",78727,142802137,2014-10-07 23:56:42,10/07/2014,zCHECKING AREA,zCHECKING AREA,4000 Block W PARMER LN,2014-10-07 23:56:42.000,2014-10-07 23:56:42.000,0 days 00:00:00.000000000,0.0
"800 E Cesar Chavez St, Austin, TX 78702, USA",78702,152681242,2015-09-25 15:27:21,09/25/2015,Disturbance HS,Disturbance HS,800-800 Block E Cesar Chavez St,2015-09-25 15:26:40.000,2015-09-25 15:31:23.000,0 days 00:04:43.000000000,4.71666666667
"2500 E Riverside Dr, Austin, TX 78741, USA",78741,170070892,2017-01-07 16:10:28,01/07/2017,On Site Incident,xEMERGENCY DETENTION,2500 Block E Riverside Dr,2017-01-07 16:10:28.000,2017-01-07 16:10:28.000,0 days 00:00:00.000000000,0.0
"1200 E 52nd St, Austin, TX 78723, USA",78723,130371252,2013-02-06 15:44:10,02/06/2013,Disturbance Other,Disturbance Urgent,1200 Block E 52nd St,2013-02-06 15:43:26.000,2013-02-06 15:59:54.000,0 days 00:16:28.000000000,16.4666666667
"400 E 6th St, Austin, TX 78701, USA",78701,141140105,2014-04-24 01:26:49,04/24/2014,On Site Incident,On Site Incident,400 Block E 6TH ST,2014-04-24 01:26:49.000,2014-04-24 01:26:49.000,0 days 00:00:00.000000000,0.0
"1000 Norwood Park Blvd, Austin, TX 78752, USA",78752,133372108,2013-12-03 22:46:49,12/03/2013,Special Assignment,Special Assignment,1000 Block NORWOOD PARK BLVD,2013-12-03 22:46:49.000,2013-12-03 22:46:49.000,0 days 00:00:00.000000000,0.0
